Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,SYN,ACK,FIN,RST,Packets/Time,Time Between Packets,target
TCP,TCP,192.168.1.4,192.168.1.3,51488,80,60,1,0,0,0,0.535,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51488,80,60,1,0,0,0,0.553,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51489,80,60,1,0,0,0,0.572,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51489,80,60,1,0,0,0,0.590,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51490,80,60,1,0,0,0,0.608,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51490,80,60,1,0,0,0,0.627,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51491,80,60,1,0,0,0,0.645,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51491,80,60,1,0,0,0,0.663,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51492,80,60,1,0,0,0,0.682,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51492,80,60,1,0,0,0,0.700,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51493,80,60,1,0,0,0,0.719,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51493,80,60,1,0,0,0,0.737,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51494,80,60,1,0,0,0,0.755,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51494,80,60,1,0,0,0,0.774,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51495,80,60,1,0,0,0,0.792,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51495,80,60,1,0,0,0,0.811,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51496,80,60,1,0,0,0,0.829,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51496,80,60,1,0,0,0,0.847,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51497,80,60,1,0,0,0,0.866,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51497,80,60,1,0,0,0,0.884,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51498,80,60,1,0,0,0,0.902,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51498,80,60,1,0,0,0,0.921,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51499,80,60,1,0,0,0,0.939,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51499,80,60,1,0,0,0,0.957,0.002,192.168.1.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,0.976,0.003,192.168.1.3
TCP,TCP,192.168.1.4,192.168.1.3,51500,80,60,1,0,0,0,0.994,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51500,80,60,1,0,0,0,1.012,0.005,192.168.1.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,1.031,0.003,192.168.1.3
TCP,TCP,192.168.1.4,192.168.1.3,51501,80,60,1,0,0,0,1.049,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51501,80,60,1,0,0,0,1.067,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51502,80,60,1,0,0,0,1.086,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51502,80,60,1,0,0,0,1.104,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51503,80,60,1,0,0,0,1.123,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51503,80,60,1,0,0,0,1.141,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51504,80,60,1,0,0,0,1.159,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51504,80,60,1,0,0,0,1.178,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51505,80,60,1,0,0,0,1.196,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51505,80,60,1,0,0,0,1.214,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51506,80,60,1,0,0,0,1.232,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51506,80,60,1,0,0,0,1.251,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51507,80,60,1,0,0,0,1.269,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51507,80,60,1,0,0,0,1.287,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51508,80,60,1,0,0,0,1.306,0.001,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51508,80,60,1,0,0,0,1.324,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51509,80,60,1,0,0,0,1.342,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51509,80,60,1,0,0,0,1.361,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51510,80,60,1,0,0,0,1.379,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51510,80,60,1,0,0,0,1.397,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51511,80,60,1,0,0,0,1.416,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51511,80,60,1,0,0,0,1.434,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51512,80,60,1,0,0,0,1.452,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51512,80,60,1,0,0,0,1.471,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51513,80,60,1,0,0,0,1.489,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51513,80,60,1,0,0,0,1.507,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51514,80,60,1,0,0,0,1.526,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51514,80,60,1,0,0,0,1.544,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51515,80,60,1,0,0,0,1.562,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51515,80,60,1,0,0,0,1.581,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51516,80,60,1,0,0,0,1.599,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51516,80,60,1,0,0,0,1.617,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51517,80,60,1,0,0,0,1.636,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51517,80,60,1,0,0,0,1.654,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51518,80,60,1,0,0,0,1.672,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51518,80,60,1,0,0,0,1.690,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51519,80,60,1,0,0,0,1.709,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51519,80,60,1,0,0,0,1.727,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51520,80,60,1,0,0,0,1.745,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51520,80,60,1,0,0,0,1.763,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51521,80,60,1,0,0,0,1.782,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51521,80,60,1,0,0,0,1.800,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51522,80,60,1,0,0,0,1.818,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51522,80,60,1,0,0,0,1.836,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51523,80,60,1,0,0,0,1.855,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51523,80,60,1,0,0,0,1.873,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51524,80,60,1,0,0,0,1.891,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51524,80,60,1,0,0,0,1.910,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51525,80,60,1,0,0,0,1.928,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51525,80,60,1,0,0,0,1.946,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51526,80,60,1,0,0,0,1.964,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51526,80,60,1,0,0,0,1.982,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51527,80,60,1,0,0,0,2.001,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51527,80,60,1,0,0,0,2.019,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51528,80,60,1,0,0,0,2.037,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51528,80,60,1,0,0,0,2.055,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51529,80,60,1,0,0,0,2.074,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51529,80,60,1,0,0,0,2.092,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51530,80,60,1,0,0,0,2.110,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51530,80,60,1,0,0,0,2.128,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51531,80,60,1,0,0,0,2.147,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51531,80,60,1,0,0,0,2.165,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51532,80,60,1,0,0,0,2.183,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51532,80,60,1,0,0,0,2.201,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51533,80,60,1,0,0,0,2.219,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51533,80,60,1,0,0,0,2.238,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51534,80,60,1,0,0,0,2.256,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51534,80,60,1,0,0,0,2.274,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51535,80,60,1,0,0,0,2.292,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51535,80,60,1,0,0,0,2.311,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51536,80,60,1,0,0,0,2.329,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51536,80,60,1,0,0,0,2.347,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51537,80,60,1,0,0,0,2.365,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51537,80,60,1,0,0,0,2.384,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51538,80,60,1,0,0,0,2.402,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51538,80,60,1,0,0,0,2.420,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51539,80,60,1,0,0,0,2.438,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51539,80,60,1,0,0,0,2.457,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51540,80,60,1,0,0,0,2.475,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51540,80,60,1,0,0,0,2.493,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51541,80,60,1,0,0,0,2.511,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51541,80,60,1,0,0,0,2.529,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51542,80,60,1,0,0,0,2.547,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51542,80,60,1,0,0,0,2.566,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51543,80,60,1,0,0,0,2.584,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51543,80,60,1,0,0,0,2.602,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51544,80,60,1,0,0,0,2.620,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51544,80,60,1,0,0,0,2.638,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51545,80,60,1,0,0,0,2.657,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51545,80,60,1,0,0,0,2.675,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51546,80,60,1,0,0,0,2.693,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51546,80,60,1,0,0,0,2.711,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51547,80,60,1,0,0,0,2.729,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51547,80,60,1,0,0,0,2.747,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51548,80,60,1,0,0,0,2.766,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51548,80,60,1,0,0,0,2.784,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51549,80,60,1,0,0,0,2.802,0.001,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51549,80,60,1,0,0,0,2.820,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51550,80,60,1,0,0,0,2.838,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51550,80,60,1,0,0,0,2.857,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51551,80,60,1,0,0,0,2.875,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51551,80,60,1,0,0,0,2.893,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51552,80,60,1,0,0,0,2.911,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51552,80,60,1,0,0,0,2.929,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51553,80,60,1,0,0,0,2.947,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51553,80,60,1,0,0,0,2.965,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51554,80,60,1,0,0,0,2.983,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51554,80,60,1,0,0,0,3.001,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51555,80,60,1,0,0,0,3.020,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51555,80,60,1,0,0,0,3.038,0.003,192.168.1.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,210,0,0,0,0,3.056,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,210,0,0,0,0,3.074,0.002,192.168.1.3
TCP,TCP,192.168.1.4,192.168.1.3,51556,80,60,1,0,0,0,3.092,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51556,80,60,1,0,0,0,3.110,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51557,80,60,1,0,0,0,3.128,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51557,80,60,1,0,0,0,3.147,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51558,80,60,1,0,0,0,3.165,0.006,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51558,80,60,1,0,0,0,3.183,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51559,80,60,1,0,0,0,3.201,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51559,80,60,1,0,0,0,3.219,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51560,80,60,1,0,0,0,3.237,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51560,80,60,1,0,0,0,3.255,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51561,80,60,1,0,0,0,3.273,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51561,80,60,1,0,0,0,3.291,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51562,80,60,1,0,0,0,3.309,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51562,80,60,1,0,0,0,3.328,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51563,80,60,1,0,0,0,3.346,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51563,80,60,1,0,0,0,3.364,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51564,80,60,1,0,0,0,3.382,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51564,80,60,1,0,0,0,3.400,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51565,80,60,1,0,0,0,3.418,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51565,80,60,1,0,0,0,3.436,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51566,80,60,1,0,0,0,3.454,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51566,80,60,1,0,0,0,3.472,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51567,80,60,1,0,0,0,3.491,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51567,80,60,1,0,0,0,3.509,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51568,80,60,1,0,0,0,3.527,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51568,80,60,1,0,0,0,3.545,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51569,80,60,1,0,0,0,3.563,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51569,80,60,1,0,0,0,3.581,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51570,80,60,1,0,0,0,3.599,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51570,80,60,1,0,0,0,3.617,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51571,80,60,1,0,0,0,3.635,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51571,80,60,1,0,0,0,3.653,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51572,80,60,1,0,0,0,3.671,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51572,80,60,1,0,0,0,3.689,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51573,80,60,1,0,0,0,3.708,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51573,80,60,1,0,0,0,3.726,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51574,80,60,1,0,0,0,3.744,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51574,80,60,1,0,0,0,3.762,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51575,80,60,1,0,0,0,3.780,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51575,80,60,1,0,0,0,3.798,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51576,80,60,1,0,0,0,3.816,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51576,80,60,1,0,0,0,3.834,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51577,80,60,1,0,0,0,3.852,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51577,80,60,1,0,0,0,3.870,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51578,80,60,1,0,0,0,3.888,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51578,80,60,1,0,0,0,3.906,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51579,80,60,1,0,0,0,3.924,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51579,80,60,1,0,0,0,3.942,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51580,80,60,1,0,0,0,3.960,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51580,80,60,1,0,0,0,3.978,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51581,80,60,1,0,0,0,3.996,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51581,80,60,1,0,0,0,4.014,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51582,80,60,1,0,0,0,4.032,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51582,80,60,1,0,0,0,4.050,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51583,80,60,1,0,0,0,4.068,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51583,80,60,1,0,0,0,4.086,0.005,192.168.1.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,556,0,0,0,0,4.104,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,556,0,0,0,0,4.122,0.002,192.168.1.3
TCP,TCP,192.168.1.4,192.168.1.3,51584,80,60,1,0,0,0,4.140,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51584,80,60,1,0,0,0,4.158,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51585,80,60,1,0,0,0,4.176,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51585,80,60,1,0,0,0,4.194,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51586,80,60,1,0,0,0,4.212,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51586,80,60,1,0,0,0,4.230,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51587,80,60,1,0,0,0,4.247,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51587,80,60,1,0,0,0,4.265,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51588,80,60,1,0,0,0,4.283,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51588,80,60,1,0,0,0,4.301,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51589,80,60,1,0,0,0,4.319,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51589,80,60,1,0,0,0,4.337,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51590,80,60,1,0,0,0,4.355,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51590,80,60,1,0,0,0,4.374,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51591,80,60,1,0,0,0,4.392,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51591,80,60,1,0,0,0,4.409,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51592,80,60,1,0,0,0,4.428,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51592,80,60,1,0,0,0,4.445,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51593,80,60,1,0,0,0,4.463,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51593,80,60,1,0,0,0,4.481,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51594,80,60,1,0,0,0,4.499,0.003,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51594,80,60,1,0,0,0,4.517,0.002,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51595,80,60,1,0,0,0,4.535,0.005,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51595,80,60,1,0,0,0,4.553,0.004,192.168.1.4
TCP,TCP,192.168.1.4,192.168.1.3,51596,80,60,1,0,0,0,4.571,0.004,192.168.1.4
