Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,SYN,ACK,FIN,RST,Packets/Time,Time Between Packets,target
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1003,0,0,0,0,18.413,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1003,0,0,0,0,18.783,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1004,0,0,0,0,19.137,0.005,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1004,0,0,0,0,19.504,0.003,192.168.1.3
TCP,TCP,20.211.142.183,192.168.1.3,443,49970,54,0,1,0,0,19.871,0.003,20.211.142.183
TLS,TCP,20.211.142.183,192.168.1.3,443,49970,92,0,1,0,0,20.229,0.004,20.211.142.183
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,254,0,0,0,0,20.598,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,254,0,0,0,0,20.970,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,653,0,0,0,0,21.342,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,653,0,0,0,0,21.713,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,22.092,0.001,142.250.82.4
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,0,0,22.463,0.002,192.168.1.3
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,0,0,22.823,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,390,0,0,0,0,23.192,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,390,0,0,0,0,23.561,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,884,0,0,0,0,23.928,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,884,0,0,0,0,24.295,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,24.662,0.002,142.250.82.4
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,198,0,0,0,0,25.038,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,447,0,0,0,0,25.394,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,447,0,0,0,0,25.761,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,835,0,0,0,0,26.125,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,835,0,0,0,0,26.489,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,26.863,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1142,0,0,0,0,27.225,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1142,0,0,0,0,27.588,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,943,0,0,0,0,27.950,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,943,0,0,0,0,28.300,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,943,0,0,0,0,28.661,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,943,0,0,0,0,29.010,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,944,0,0,0,0,29.369,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,944,0,0,0,0,29.728,0.002,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,30.097,0.001,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,30.455,0.002,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,142,0,0,0,0,30.824,0.001,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,142,0,0,0,0,31.181,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,315,0,0,0,0,31.525,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,315,0,0,0,0,31.881,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,746,0,0,0,0,32.223,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,746,0,0,0,0,32.578,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,32.944,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,425,0,0,0,0,34.407,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,425,0,0,0,0,34.759,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,859,0,0,0,0,35.110,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,859,0,0,0,0,35.460,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,35.824,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,436,0,0,0,0,36.174,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,436,0,0,0,0,36.523,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,938,0,0,0,0,36.858,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,938,0,0,0,0,37.206,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,968,0,0,0,0,37.540,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,968,0,0,0,0,37.887,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1087,0,0,0,0,38.219,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1087,0,0,0,0,38.565,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1087,0,0,0,0,38.910,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1087,0,0,0,0,39.255,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1088,0,0,0,0,39.599,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1088,0,0,0,0,39.928,0.003,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,40.286,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,304,0,0,0,0,40.629,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,304,0,0,0,0,40.971,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,562,0,0,0,0,41.313,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,562,0,0,0,0,41.654,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,432,0,0,0,0,41.994,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,432,0,0,0,0,42.335,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,816,0,0,0,0,42.660,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,816,0,0,0,0,42.983,0.003,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,43.337,0.001,142.250.82.4
TLS,TCP,20.211.142.183,192.168.1.3,443,49970,412,0,1,0,0,43.675,0.002,20.211.142.183
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,1,0,44.013,0.002,192.168.1.3
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,1,0,44.333,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,377,0,0,0,0,44.686,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,377,0,0,0,0,45.023,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,828,0,0,0,0,45.358,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,828,0,0,0,0,45.676,0.003,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,46.028,0.001,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,46.362,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,46.713,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1206,0,0,0,0,47.046,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1206,0,0,0,0,47.379,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1250,0,0,0,0,47.693,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1250,0,0,0,0,48.025,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1250,0,0,0,0,48.338,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1250,0,0,0,0,48.669,0.002,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,48.998,0.002,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,49.346,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,323,0,0,0,0,49.675,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,323,0,0,0,0,50.004,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,678,0,0,0,0,50.313,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,678,0,0,0,0,50.641,0.002,192.168.1.3
_WS.MALFORMED,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,50.969,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,388,0,0,0,0,51.295,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,388,0,0,0,0,51.640,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,844,0,0,0,0,51.966,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,844,0,0,0,0,52.292,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,52.636,0.001,142.250.82.4
TLS,TCP,20.211.142.183,192.168.1.3,443,49970,96,0,1,0,0,52.941,0.003,20.211.142.183
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,0,1,53.265,0.002,192.168.1.3
TCP,TCP,192.168.1.3,20.211.142.183,49970,443,54,0,1,0,1,53.589,0.002,192.168.1.3
TCP,TCP,20.211.142.183,192.168.1.3,443,49970,54,0,1,1,0,53.892,0.003,20.211.142.183
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,408,0,0,0,0,54.215,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,408,0,0,0,0,54.537,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,756,0,0,0,0,54.858,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,756,0,0,0,0,55.159,0.003,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,55.480,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,836,0,0,0,0,55.800,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,836,0,0,0,0,56.119,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1035,0,0,0,0,56.438,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1035,0,0,0,0,56.757,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1036,0,0,0,0,57.055,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1036,0,0,0,0,57.393,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1036,0,0,0,0,57.690,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1036,0,0,0,0,57.986,0.003,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,58.302,0.002,192.168.1.3
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,58.639,0.001,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,58.975,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,333,0,0,0,0,59.290,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,333,0,0,0,0,59.605,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,717,0,0,0,0,59.919,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,717,0,0,0,0,60.211,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,346,0,0,0,0,60.511,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,346,0,0,0,0,60.824,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,61.158,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,729,0,0,0,0,61.470,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,729,0,0,0,0,61.781,0.002,192.168.1.3
DATA,UDP,142.250.193.170,192.168.1.3,443,60996,199,0,0,0,0,62.092,0.002,142.250.193.170
DATA,UDP,192.168.1.3,142.250.193.170,60996,443,75,0,0,0,0,62.425,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.193.170,60996,443,75,0,0,0,0,62.757,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,426,0,0,0,0,63.067,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,426,0,0,0,0,63.376,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1002,0,0,0,0,63.663,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1002,0,0,0,0,63.971,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,64.279,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,869,0,0,0,0,64.581,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,869,0,0,0,0,64.848,0.004,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,923,0,0,0,0,65.132,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,923,0,0,0,0,65.415,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,923,0,0,0,0,65.693,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,923,0,0,0,0,66.001,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,924,0,0,0,0,66.305,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,924,0,0,0,0,66.609,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,317,0,0,0,0,66.901,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,317,0,0,0,0,67.192,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,549,0,0,0,0,67.494,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,549,0,0,0,0,67.797,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,68.122,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,418,0,0,0,0,68.400,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,418,0,0,0,0,68.701,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,815,0,0,0,0,68.954,0.004,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,815,0,0,0,0,69.229,0.003,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,69.553,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,490,0,0,0,0,69.852,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,490,0,0,0,0,70.151,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1030,0,0,0,0,70.449,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1030,0,0,0,0,70.747,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,708,0,0,0,0,71.020,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,708,0,0,0,0,71.292,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,709,0,0,0,0,71.589,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,709,0,0,0,0,71.860,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1082,0,0,0,0,72.131,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1082,0,0,0,0,72.401,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1083,0,0,0,0,72.671,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1083,0,0,0,0,72.935,0.003,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,73.254,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,314,0,0,0,0,73.556,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,314,0,0,0,0,73.849,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.193.170,60996,443,71,0,0,0,0,74.162,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.193.170,60996,443,71,0,0,0,0,74.481,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,708,0,0,0,0,74.777,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,708,0,0,0,0,75.068,0.002,192.168.1.3
DATA,UDP,142.250.193.170,192.168.1.3,443,60996,67,0,0,0,0,75.385,0.001,142.250.193.170
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,75.675,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,472,0,0,0,0,75.965,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,472,0,0,0,0,76.255,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,983,0,0,0,0,76.545,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,983,0,0,0,0,76.834,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,450,0,0,0,0,77.122,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,450,0,0,0,0,77.411,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,941,0,0,0,0,77.664,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,941,0,0,0,0,77.952,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,78.266,0.001,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,734,0,0,0,0,78.553,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,734,0,0,0,0,78.839,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,734,0,0,0,0,79.125,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,734,0,0,0,0,79.411,0.002,192.168.1.3
TLS,TCP,192.168.1.3,34.72.0.0,49767,443,55,0,1,0,0,79.696,0.002,192.168.1.3
TCP,TCP,192.168.1.3,34.72.0.0,49767,443,55,0,1,0,0,79.981,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1190,0,0,0,0,80.238,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1190,0,0,0,0,80.522,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1190,0,0,0,0,80.806,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1190,0,0,0,0,81.062,0.003,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,301,0,0,0,0,81.338,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,301,0,0,0,0,81.620,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,81.902,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,761,0,0,0,0,82.184,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,761,0,0,0,0,82.465,0.002,192.168.1.3
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,82.746,0.002,142.250.82.4
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,479,0,0,0,0,83.027,0.002,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,479,0,0,0,0,83.335,0.001,192.168.1.3
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1097,0,0,0,0,83.586,0.003,192.168.1.3
